,ad_id,count,id,title,created_at,image,campaign_id,campaign_title,advertiser_id,advertiser_name,viewed,clicked
0,155546,575865,155546,روش خانگی و فوق العاده برای درمان سریع چاقی؟!,2020-06-08 11:19:20.144312+04:30,https://native.yektanet.com/static/media/upload/items/6__1aTvVbrByI.jpg,50004,دمنوش لاغری6(b=7372),18761,5040.ir,1237777199,1973710
1,279350,552712,279350,کشیدن پوست صورت ،بدون کوچکترین عمل و جراحی,2021-04-08 11:59:48.481999+04:30,https://native.yektanet.com/static/media/upload/items/image__1cc26b6coA.jpeg,101797,چروک 39 (b=8400),18797,5040.ir,297621931,582506
2,286742,518743,286742,درمان لک های تیره روی صورت با این روش گیاهی,2021-04-21 20:56:03.454858+04:30,https://native.yektanet.com/static/media/upload/items/image__1c9nXU8552.jpeg,104966,لک 40 (8667),18762,5040.ir,260985883,544926
3,155869,513687,155869,برای لاغر شدن اگر تصمیم گرفتی کافیه این روش رو تست کنی,2020-06-09 01:20:36.769317+04:30,https://native.yektanet.com/static/media/upload/items/برای_لاغر_شدن_اگر_تصمیم_گرفتی_کافیه_این_روش_رو_تست_کنی__1aTEO9TmyA.jpg,50122,دمنوش لاغری11(b=6672),18761,5040.ir,1812064972,2167290
4,158697,506441,158697,محو خطوط خنده و اخم از چروک به روش طبیعی و خانگی+فیلم,2020-06-19 03:05:20.397201+04:30,https://native.yektanet.com/static/media/upload/items/محو_خطوط_خنده_و_اخم_از_چروک_به_روش_طبیعی_و_خانگیفیلم__1aW81H5thK.jpg,51272,چروک 30 (b=8399),18797,5040.ir,1457459490,2426582
5,254874,499832,254874,در یک ساعت کمردرد خود را خوب کنید! (بدون نیاز به دکتر و دارو),2021-02-20 10:29:57.235165+03:30,https://native.yektanet.com/static/media/upload/items/image__1bUzjsZVAk.jpeg,88697,N-TP,31132,data-sev.com,442639307,670660
6,235643,470240,235643,خرید رزباکس لواشکی ترش و خوشمزه با تخفیف استثنایی!(از دستش نده),2021-01-16 14:06:32.599875+03:30,https://native.yektanet.com/static/media/upload/items/image__1bM1d0kMgy.jpeg,76631,Test-CPI_AutoBidManager-1,4766,basalam.com,221460122,492457
7,279354,425542,279354,قوی ترین روش طبیعی برای رفع چروک صورت در خانه,2021-04-08 12:17:19.623380+04:30,https://native.yektanet.com/static/media/upload/items/image__1c66JWzfZm.jpeg,101804,چروک 41 (b=8401),18797,5040.ir,249205360,447647
8,274766,403572,274766,45 میلیون درآمد ماهانه تضمینی ، همین الان شروع کن,2021-03-27 17:23:42.571756+04:30,https://native.yektanet.com/static/media/upload/items/image__1c3drsTvHq.jpeg,100191,پکیج کسب درآمد همسان عادی,33961,persianfilez.com,192375429,422752
9,184168,341468,184168,رایگان فتوشاپ یاد بگیر.... (فرصت محدود),2020-09-05 12:30:49.205582+04:30,https://native.yektanet.com/static/media/upload/items/450x300__1bfmtqxNam.jpg,49439,Test-CPA_AutoBidManager-1,1550,maktabkhooneh.org,531412371,741164
10,279361,308303,279361,"دمنوش کاهش 8 تا 10 کیلویی وزن,فقط در یک ماه تضمینی",2021-04-08 12:37:48.117359+04:30,https://native.yektanet.com/static/media/upload/items/image__1cbZbUFvCY.jpeg,101808,دمنوش لاغری56 (b8404),18761,5040.ir,210965012,321416
11,279990,301519,279990,آخرین خبرهای سهام عدالت,2021-04-10 16:26:59.945788+04:30,https://native.yektanet.com/static/media/upload/items/image__1c6DNElbzK.jpeg,93337,Native_Publisher_News,31943,bourseon.com,168098329,313724
12,256235,294896,256235,همراه اول استخدام میکند. (ثبت نام کنید),2021-02-21 14:07:08.227373+03:30,https://native.yektanet.com/static/media/upload/items/image__1bUQONOfys.jpeg,84630,native-TP,59,jobvision.ir,252249830,312330
13,158699,288101,158699,"موثرترین روش رفع چروک دور چشم ,بدون بوتاکس",2020-06-19 03:06:13.842178+04:30,https://native.yektanet.com/static/media/upload/items/موثرترین_روش_رفع_چروک_بدون_بوتاکسفیلم__1aW82hfYnO.jpg,51274,چروک 32 (b=6802),18797,5040.ir,458766697,472623
14,261052,279718,261052,در یک ساعت کمردرد خود را خوب کنید! (بدون نیاز به دکتر و دارو),2021-02-28 14:55:29.752266+03:30,https://native.yektanet.com/static/media/upload/items/image__1bUzjsZVAk.jpeg,95296,N-All,31132,data-sev.com,237557169,308229
15,271189,273246,271189,درمان دائمی زود انزالی با تکنیک های نایاب!,2021-03-14 20:50:04.641722+03:30,https://native.yektanet.com/static/media/upload/items/image__1c04vGvNKM.jpeg,98840,درمان دائمی زود انزالی با تکنیک های نایاب!,30046,mosbate1.ir,88202680,403121
16,205511,255212,205511,درمان آرتروز در خانه بدون دارو!! (مشاوره رایگان بگیرید),2020-11-08 10:15:52.876176+03:30,https://native.yektanet.com/static/media/upload/items/image__1bv3bPRn4G.jpeg,72418,N-TP,25801,zirgozar.com,433166038,499311
17,294106,230470,294106,درمان چاقی بدون ورزش و رژیم با این دمنوش گیاهی,2021-05-05 16:24:18.747906+04:30,https://native.yektanet.com/static/media/upload/items/image__1ccM3gbG88.jpeg,107732,دمنوش لاغری57(8906),18761,5040.ir,143850554,242038
18,256128,208092,256128,در یک ساعت کمردرد خود را خوب کنید! (بدون نیاز به دکتر و دارو),2021-02-21 12:43:24.414601+03:30,https://native.yektanet.com/static/media/upload/items/image__1bUzjsZVAk.jpeg,93339,N-Rtg,31132,data-sev.com,46247960,252201
19,261037,205214,261037,چاره قطعی درد آرتروز زانو,2021-02-28 14:52:24.639191+03:30,https://native.yektanet.com/static/media/upload/items/image__1bEsjf7ggm.jpeg,95295,N-All,25801,zirgozar.com,239263403,287616
20,254918,196090,254918,در یک ساعت کمردرد خود را خوب کنید! (بدون نیاز به دکتر و دارو),2021-02-20 10:36:37.458600+03:30,https://native.yektanet.com/static/media/upload/items/image__1bUzjsZVAk.jpeg,88696,N-Bulk,31132,data-sev.com,174058882,209196
21,291130,196063,291130,با یک کرم در سریعترین زمان لک های پوستی را درمان کنید,2021-05-01 13:43:08.022718+04:30,https://native.yektanet.com/static/media/upload/items/image__1cbLvjSuQ2.jpeg,106762,لک  (8792),18762,5040.ir,145765929,205597
22,160495,193382,160495,کشیدن پوست صورت بدون جراحی با این درمان گیاهی در خانه,2020-06-25 00:38:13.274724+04:30,https://native.yektanet.com/static/media/upload/items/6__1aXzJUu6wU.jpg,50245,چروک 12 (b=6643),18797,5040.ir,396266708,521771
23,224921,191585,224921,تا دیر نشده آرتروز مفاصل خود را در خانه درمان کنید,2020-12-26 09:16:59.112061+03:30,https://native.yektanet.com/static/media/upload/items/image__1bGOF9Szmm.png,78942,N-Bulk,25801,zirgozar.com,375827359,462702
24,156026,181187,156026,اگه موهات میریزه همین الان ازاین راهکار استفاده کن+شامپو گیاهی,2020-06-09 12:59:23.348964+04:30,https://native.yektanet.com/static/media/upload/items/اگه_مو_هات_میریزه_همین_الان_از_این_راهکار_استفاده_کن__1aTMbO1UDO.jpg,50208,شامپو 9 (b=7614),18789,5040.ir,353442006,616365
25,298850,168686,298850,"درمان سریع لک های صورت بدون لیزر,فقط با یک کرم گیاهی",2021-05-12 01:33:14.838764+04:30,https://native.yektanet.com/static/media/upload/items/image__1cel7laaCi.jpeg,109364,لک 46 (9025),18762,5040.ir,87820250,176418
26,300359,167690,300359,کشیدن پوست صورت ،بدون کوچکترین عمل و جراحی,2021-05-15 13:12:14.093683+04:30,https://native.yektanet.com/static/media/upload/items/image__1cfc8puqFK.png,109951,چروک 48(9077),18797,5040.ir,107127956,176042
27,205491,167404,205491,درد مفاصل را در خانه و بدون دارو خوب کنید (مشاوره رایگان).,2020-11-08 10:12:27.303946+03:30,https://native.yektanet.com/static/media/upload/items/image__1bv3aabzGE.jpeg,72406,Tesst-CPA-AutoBidManager-1,25801,zirgozar.com,513747149,919688
28,229113,167171,229113,خرید گردوی پوست کاغذی 58 هزار تومان + ارسال رایگان,2021-01-03 12:56:12.547732+03:30,https://native.yektanet.com/static/media/upload/items/tHDHmST3kxx8QPxnYx1P40Tnk_1bl2wxRBVE.jpeg,82887,NR-Mobile-All,2523,basalam.ir,78511670,196021
29,278654,164038,278654,"با خودروی خودت,درآمد کسب کن!",2021-04-07 10:11:41.986895+04:30,https://native.yektanet.com/static/media/upload/items/image__1c5QczzQsw.png,101375,موبایل راننده 2021,20986,registration.taximaxim.ir,172060120,170326
30,207674,161556,207674,میخوای کتابتو چاپ کنی؟ (مشاوره رایگان!),2020-11-15 15:53:51.813341+03:30,https://native.yektanet.com/static/media/upload/items/image__1bwPfqklSU.jpeg,73484,موبایل همه,25708,sharifyar.org,306177540,416076
31,254913,154335,254913,یک بار برای همیشه کمردرد خود را درمان کنید (مشاوره رایگان),2021-02-20 10:36:32.348930+03:30,https://native.yektanet.com/static/media/upload/items/image__1bUznzRBa6.jpeg,88859,N-Contextual,31132,data-sev.com,95598661,168083
32,255884,151092,255884,ایمپلنت در یک روز  بدون درد (ویژه تهران) - با رعایت پروتکل های بهداشتی,2021-02-21 10:17:10.888758+03:30,https://native.yektanet.com/static/media/upload/items/image__1bUOnvKhEq.jpeg,56854,native-implant,13029,dmcc.pro,156495380,300631
33,237568,146445,237568,هر چیز خاصی بخوای اینجا پیدا میشه!,2021-01-20 10:05:14.403945+03:30,https://native.yektanet.com/static/media/upload/items/image__1bMXvlfvfE.jpeg,86292,D price,81,malltina,210168017,295716
34,298846,142241,298846,برای لاغر شدن کافیه این دمنوش موثر رو تست کنی,2021-05-12 01:24:40.194261+04:30,https://native.yektanet.com/static/media/upload/items/image__1ch2noDQlS.jpeg,109362,دمنوش لاغری61(9028),18761,5040.ir,90563883,148358
35,258105,139060,258105,متخصص قلب و عروق 109 ساله راز طول عمر و سلامتی را فاش می کند,2021-02-23 18:33:48.220384+03:30,https://native.yektanet.com/static/media/upload/items/image__1bVo3DBeT2.jpeg,94130,giperium_IR,29010,whitefly.pl,86443278,222934
36,158120,130036,158120,میخوای عربی ۱۰ ام و ۱۱ ام و ۱۲ ام رو سریع یادبگیری؟,2020-06-16 11:18:26.996910+04:30,https://native.yektanet.com/static/media/upload/items/arab_student_2000x666-2__1aGgZZh9ay.jpg,49873,Test-CPI/CPA_AutoBidManager-1,15367,classino.com,259021535,430234
37,235640,118285,235640,خرید مستقیم پسته فندقی درجه1 دستچین رفسنجان از باغدار با تخفیف ویژه!,2021-01-16 14:02:42.969217+03:30,https://native.yektanet.com/static/media/upload/items/image__1bM1auArvm.jpeg,76631,Test-CPI_AutoBidManager-1,4766,basalam.com,124824042,141710
38,164902,117211,164902,درمان دائمی زود انزالی با تکنیک های نایاب!,2020-07-08 12:42:50.789688+04:30,https://native.yektanet.com/static/media/upload/items/Premature-Ejaculation__1b0T8IxFLa.png,53666,درمان دائمی زود انزالی با تکنیک های نایاب!,14503,mosbate1.ir,322144157,1063758
39,241078,117141,241078,میخوای کتابتو چاپ کنی؟! (مشاوره رایگان),2021-01-26 11:12:08.429914+03:30,https://native.yektanet.com/static/media/upload/items/image__1bOru4WDk0.jpeg,87382,موبایل همه همه,25708,sharifyar.org,135720564,133995
40,283455,116229,283455,آخرین خبرهای سهام عدالت,2021-04-15 15:35:05.655877+04:30,https://native.yektanet.com/static/media/upload/items/image__1c7Rj851w8.jpeg,93343,Native_Keywords_Finance,31943,bourseon.com,47603627,119509
41,189760,114787,189760,با یک شامپو گیاهی موهای کم پشت خود را پرپشت کنیم,2020-09-18 20:13:02.509366+04:30,https://native.yektanet.com/static/media/upload/items/image__1cerjEHUC0.jpeg,64916,شامپو 33(9031),18789,5040.ir,136434513,224567
42,262062,111737,262062,تا دیر نشده آرتروز مفاصل خود را در خانه درمان کنید,2021-03-01 16:43:54.563220+03:30,https://native.yektanet.com/static/media/upload/items/image__1bGOF9Szmm.png,73363,N-Rtg,25801,zirgozar.com,30152913,133484
43,286741,107677,286741,درمان سریع لک های پوستی بدون عمل و لیزر در خانه+آموزش,2021-04-21 20:53:22.789393+04:30,https://native.yektanet.com/static/media/upload/items/image__1c9nW9tQeI.jpeg,104965,لک 39 (8666),18762,5040.ir,79317627,112341
44,185980,105244,185980,کاشت ابرو حتی روی تاتو..فرم را پر کنید و مشاوره بگیرید!,2020-09-08 13:54:40.461024+04:30,https://native.yektanet.com/static/media/upload/items/شبنم-قلی-خانی-1__1aZ0nfHcoG.jpg,63215,Test-CPA_AutoBidManager-1,13119,irannovinclinic.com,397748262,353033
45,183574,102624,183574,کاشت مو -------------- پرداخت در 7 قسط بدون بهره!,2020-09-02 13:36:04.732149+04:30,https://native.yektanet.com/static/media/upload/items/images_4__1amVTDKO9y.jfif,28983,Test-CPA-AutoBidManager-1,6101,irannovinclinic.com - CPL,492055647,477443
46,286743,102408,286743,رفع گودی جای جوش و لک صورت با محصول گیاهی,2021-04-21 20:58:48.901116+04:30,https://native.yektanet.com/static/media/upload/items/image__1c9nZI7Mtm.jpeg,104967,لک 41 (8668),18762,5040.ir,72346915,107180
47,255880,101317,255880,(ویژه تهران) ایمپلنت در یک روز بدون درد (مشاوره رایگان),2021-02-21 10:16:08.669491+03:30,https://native.yektanet.com/static/media/upload/items/image__1bUOnvKhEq.jpeg,91437,native-implant-bulk,13029,dmcc.pro,121498978,153187
48,293838,95423,293838,"""سیاوش"" رو رایگان از ذره‌بین ببینید! (دانلود از اینجا)",2021-05-05 10:56:22.031134+04:30,https://native.yektanet.com/static/media/upload/items/image__1ccIAmSDwY.jpeg,103674,N-bulk-mci_mtn,35185,mci.ir,47538465,98522
49,297795,95040,297795,با یک کرم در سریعترین زمان لک های پوستی را درمان کنید,2021-05-10 21:01:41.027760+04:30,https://native.yektanet.com/static/media/upload/items/image__1ce32oktfc.jpeg,108981,لک-8998,18762,5040.ir,69405764,98051
50,272768,92911,272768,در قرعه‌کشی بانک سامان ۷۰ میلیون برنده شو!,2021-03-17 13:05:29.130584+03:30,https://native.yektanet.com/static/media/upload/items/image__1c0JeHgA7I.jpeg,99344,همسان-موبایلت-موبایل,5382,sb24.com,108893465,177752
51,288343,90493,288343,به سه تا سوال در مورد ارز های دیجیتال جواب بده ، آیفون 12 برنده شو,2021-04-26 08:25:42.943883+04:30,https://native.yektanet.com/static/media/upload/items/image__1cau5Xv82y.jpeg,105444,کمپین ایفون پکیج,228,kanoonebourse,59664851,94941
52,256153,88945,256153,قیمت روز سهام عدالت,2021-02-21 12:46:39.463882+03:30,https://native.yektanet.com/static/media/upload/items/image__1bTUnnnfvK.jpeg,93343,Native_Keywords_Finance,31943,bourseon.com,32687992,124185
53,284343,88409,284343,صد میلیون جوایز نقدی در سرزمین بازار؛ الان بازی کن!,2021-04-18 09:56:57.624914+04:30,https://native.yektanet.com/static/media/upload/items/image__1c8xmDyQpy.jpeg,103897,02-mobile-birthday-native-bulk,26441,cafebazaar.ir,51225624,93108
54,265145,87824,265145,شماره خود را وارد کنید و این کیف چرم اصل را دریافت کنید,2021-03-04 21:38:35.035157+03:30,https://native.yektanet.com/static/media/upload/items/image__1bT4YckGaM.jpeg,96175,NEW_NM_HC,13779,keyhanleather.com,108927266,135627
55,213332,86825,213332,احراز هویت غیرحضوری سجام، کارگزاری و بورس با کارگزاری فارابی,2020-11-30 10:43:13.991213+03:30,https://native.yektanet.com/static/media/upload/items/image__1bAs8p5zte.jpeg,76267,mask,8882,farabixo.com,434897927,844340
56,256345,86196,256345,ایرانسل استخدام میکند. (ثبت نام کنید),2021-02-21 16:34:08.622557+03:30,https://native.yektanet.com/static/media/upload/items/image__1bUQPx0Jje.png,85542,Test-CPA_AutoBidManager-1,59,jobvision.ir,110989634,99828
57,286739,85094,286739,درمان لکه های قهوه ای و تیره در زمان کم + محصول گیاهی,2021-04-21 20:45:36.762975+04:30,https://native.yektanet.com/static/media/upload/items/image__1c9nR47nuW.jpeg,104959,لک 38 (8665),18762,5040.ir,86324524,89155
58,262755,84796,262755,نخبه ایرانی راه حل قطعی درمان ارتروز را کشف کرد!,2021-03-02 12:11:28.307685+03:30,https://native.yektanet.com/static/media/upload/items/image__1bX2uoo2CW.jpeg,74084,N-Contextual,25801,zirgozar.com,48065507,114072
59,294196,84032,294196,راننده ماکسیم باش و پول دار شو!,2021-05-05 17:38:19.331981+04:30,https://native.yektanet.com/static/media/upload/items/image__1ccMPJo3fG.png,101375,موبایل راننده 2021,20986,registration.taximaxim.ir,76943306,87418
60,214059,83886,214059,"""باسلام""را نصب کن، ارسال رایگان ظرف مسی رو بی‌واسطه بخر",2020-12-02 12:13:05.635429+03:30,https://native.yektanet.com/static/media/upload/items/450x300_1bAWCKnl2A.jpg,76631,Test-CPI_AutoBidManager-1,4766,basalam.com,211395332,239500
61,273673,83568,273673,خرید لوازم خانگی با تضمین بهترین قیمت فقط در زنبیل,2021-03-20 16:41:29.590645+03:30,https://native.yektanet.com/static/media/upload/items/5-retargeting__1b4MRMeveu.jpg,99737,کمپین کل سایت ها M,303,zanbil.ir,106339801,123678
62,256168,83214,256168,قیمت روز سهام عدالت,2021-02-21 12:59:44.381669+03:30,https://native.yektanet.com/static/media/upload/items/image__1bTUnnnfvK.jpeg,93359,Native_Context_Finance,31943,bourseon.com,39125400,122024
63,288932,79206,288932,ماشینت رو سریع و بدون کمیسیون بفروش!,2021-04-26 17:23:20.666515+04:30,https://native.yektanet.com/static/media/upload/items/image__1cazM4dzAK.jpeg,81248,991114yekta-conciergezahmat-keyword-car,28435,karnameh.com,49007986,81288
64,233556,78790,233556,میخوای ماشینت رو بفروشی؟(اینجا قیمت بگیر!),2021-01-12 11:43:49.156414+03:30,https://native.yektanet.com/static/media/upload/items/image__1bSUOrGYgU.jpeg,81248,991114yekta-conciergezahmat-keyword-car,28435,karnameh.com,68796412,111356
65,278752,78740,278752,دور ایران بگرد و پول دربیار !!,2021-04-07 11:37:46.336536+04:30,https://native.yektanet.com/static/media/upload/items/1__1bfk57ewDq.png,101375,موبایل راننده 2021,20986,registration.taximaxim.ir,97074820,81895
66,279983,76130,279983,آخرین اخبار محدودیت‎های کرونایی,2021-04-10 16:22:55.411607+04:30,https://native.yektanet.com/static/media/upload/items/image__1c6DKYQ8u0.jpeg,93337,Native_Publisher_News,31943,bourseon.com,85950363,79948
67,284156,75992,284156,"""باسلام""را نصب کن | ماسک 3 بعدی و 4 لایه با تخفیف ویژه",2021-04-17 18:21:30.718737+04:30,https://native.yektanet.com/static/media/upload/items/image__1c8nujg1eQ.jpeg,48191,N-M-Cu-NasbeApp,4766,basalam.com,65932795,77914
68,285387,75024,285387,به سه تا سوال در مورد ارز های دیجیتال جواب بده ، آیفون 12 ببر,2021-04-19 14:45:32.376082+04:30,https://native.yektanet.com/static/media/upload/items/image__1c8PD3mLpk.jpeg,104154,مسابقه ایفون 12,228,kanoonebourse,47398899,78017
69,284988,74721,284988,به سه تا سوال در مورد ارز های دیجیتال جواب بده ، آیفون 12 برنده شو,2021-04-18 17:32:38.710468+04:30,https://native.yektanet.com/static/media/upload/items/image__1c8CboSj5Q.jpeg,104154,مسابقه ایفون 12,228,kanoonebourse,50923389,78101
70,162131,70643,162131,کاشت مو -------------- پرداخت در 7 قسط بدون بهره,2020-06-30 17:50:49.940218+04:30,https://native.yektanet.com/static/media/upload/items/images_4__1amVTDKO9y.jfif,52670,N-M-Panel-Asli-Moo,6101,irannovinclinic.com - CPL,478553006,586139
71,262061,70638,262061,درمان آرتروز در خانه بدون دارو!! (مشاوره رایگان بگیرید),2021-03-01 16:43:53.288037+03:30,https://native.yektanet.com/static/media/upload/items/image__1bv3bPRn4G.jpeg,73363,N-Rtg,25801,zirgozar.com,48342072,77108
72,295520,69674,295520,کاشت مو در یک جلسه در 7 قسط بدون بهره!!!!,2021-05-08 14:29:51.360418+04:30,https://native.yektanet.com/static/media/upload/items/image__1ccgoB8ET2.jpeg,106944,NHC_Moo_Mobile,6101,irannovinclinic.com - CPL,66367820,72532
73,285379,69666,285379,تا 60% تخفیف خرید لباس زنانه در مدیسه!!!,2021-04-19 14:35:01.473132+04:30,https://native.yektanet.com/static/media/upload/items/image__1c8PwarULk.jpeg,104028,outlet1400.01.29,619,modisehshop,32794095,72571
74,263992,69449,263992,عمل زیبایی واژن،لابیاپلاستی بالیزر بدون درد، خونریزی، بدون بستری شبانه,2021-03-03 15:58:12.464081+03:30,https://native.yektanet.com/static/media/upload/items/image__1bWjWMA3ii.jpeg,96336,C - جراحی زنان,28831,berimdoctor.com,18590776,74749
75,277217,68839,277217,تا ماشینت ارزون نشده، با بهترین قیمت بفروشش!(کاملا رایگان),2021-04-05 11:29:59.868334+04:30,https://native.yektanet.com/static/media/upload/items/image__1c5mBoO6K2.jpeg,81248,991114yekta-conciergezahmat-keyword-car,28435,karnameh.com,25344642,70633
76,292842,68011,292842,کاشت مو در یک جلسه در 7 قسط بدون بهره!!!!,2021-05-03 14:27:32.985144+04:30,https://native.yektanet.com/static/media/upload/items/image__1ccgoB8ET2.jpeg,52670,N-M-Panel-Asli-Moo,6101,irannovinclinic.com - CPL,43304966,71145
77,263772,67999,263772,بدون دغدغه بسته پستی رو از درب منزل به هرکجای دنیا بفرست,2021-03-03 13:14:20.952422+03:30,https://native.yektanet.com/static/media/upload/items/image__1bXinaYkWi.jpeg,95185,native,31613,ti.express,106210685,90040
78,296455,67671,296455,دیگه نیازی به عمل نیست! با این محصول از درد زانو خلاص شو!,2021-05-09 17:31:55.026067+04:30,https://native.yektanet.com/static/media/upload/items/image__1cdLBARLgq.jpeg,72418,N-TP,25801,zirgozar.com,60640655,70453
79,292955,66906,292955,آیا من افسرده هستم؟ از مشاور بپرسید,2021-05-03 15:50:36.149631+04:30,https://native.yektanet.com/static/media/upload/items/image__1cchgZxbPw.jpeg,107315,افسردگی-تست لندینگ -8849,12072,hamkadeh.com,39459267,69545
80,225950,66766,225950,میخوای ماشینت رو بفروشی؟(اینجا قیمت بگیر!),2020-12-27 15:10:44.073084+03:30,https://native.yektanet.com/static/media/upload/items/image__1bSUNzjyj4.jpeg,81248,991114yekta-conciergezahmat-keyword-car,28435,karnameh.com,129770798,386041
81,241455,66332,241455,رزرو اینترنتی ویلا استخردار | بهترین پیشنهادهای جاجیگا,2021-01-27 00:53:08.887531+03:30,https://native.yektanet.com/static/media/upload/items/image__1bOA9qSxgc.jpeg,87809,Native.Pool,3527,jajiga.com,126266466,102246
82,199893,66189,199893,خرید و قیمت یخچال فریزر و ساید بای ساید,2020-10-19 18:14:50.997843+03:30,https://native.yektanet.com/static/media/upload/items/image__1bqe2cEtbq.jpeg,69665,یخچال موبایل پاییز99 همسان,1278,baneh,229613530,285513
83,171623,65019,171623,ایمپلنت در یک روز ، دندان از دست رفته خود را جایگزین کنید (ویژه تهران),2020-07-29 10:10:19.971524+04:30,https://native.yektanet.com/static/media/upload/items/ایمپلنت__1agOdyb8tS.jpg,56854,native-implant,13029,dmcc.pro,470925707,628124
84,292015,64263,292015,"با این شامپو, در خانه موهای خود را پرپشت کنید",2021-05-02 12:54:22.023023+04:30,https://native.yektanet.com/static/media/upload/items/image__1cerkv4uAu.jpeg,107020,شامپو 35 (9032),18789,5040.ir,37844191,67883
85,267323,63541,267323,ثبت‌نام کن و کفش چرم رو با 150 هزارتومان تخفیف بخر!,2021-03-08 12:00:26.375194+03:30,https://native.yektanet.com/static/media/upload/items/image__1bYvEfdAWu.jpeg,97392,first_buy_native_cpa,21961,banimode.com,127207294,123476
86,300882,63188,300882,بهترین انیمیشن سال ۲۰۲۱ رو رایگان تماشا کن,2021-05-16 10:40:20.819885+04:30,https://native.yektanet.com/static/media/upload/items/image__1cfpqwVDg6.jpeg,110181,03-mobile-newmovie-native-bulk,26441,cafebazaar.ir,38682117,65941
87,273617,62734,273617,راز حکاکی شرف‌شمس در 19 فروردین چیست؟؟؟,2021-03-19 20:00:59.592063+03:30,https://native.yektanet.com/static/media/upload/items/photo_2019-asasx-21_10-53-53__1axXpR7qLo.jpg,42395,sharaf994,1874,sharafonline.ir,93027398,107033
88,256107,61831,256107,قیمت روز سهام عدالت,2021-02-21 12:39:30.019219+03:30,https://native.yektanet.com/static/media/upload/items/image__1bTUnnnfvK.jpeg,93337,Native_Publisher_News,31943,bourseon.com,98974241,149239
89,261055,61808,261055,یک بار برای همیشه کمردرد خود را درمان کنید (مشاوره رایگان),2021-02-28 14:55:39.193842+03:30,https://native.yektanet.com/static/media/upload/items/image__1bUznzRBa6.jpeg,95296,N-All,31132,data-sev.com,88250654,65968
90,280125,61677,280125,خرید آنلاین روغن در آلین لند!,2021-04-10 17:38:18.185185+04:30,https://native.yektanet.com/static/media/upload/items/image__1c5BCTcPki.jpeg,101370,Native_Bulk_Mobile,28415,alinland.com,61662312,64037
91,294376,61569,294376,اجاره ویلا و سوئیت در تهران از 200 هزار تومان,2021-05-06 00:41:20.362031+04:30,https://native.yektanet.com/static/media/upload/items/image__1c8k7IvEDG.jpeg,95124,Mobaile_Native_100,23224,homsa.ir,30850087,64226
92,184169,60730,184169,آموزش رایگان فتوشاپ 2019 - مکتب خونه,2020-09-05 12:30:56.479758+04:30,https://native.yektanet.com/static/media/upload/items/FreePsdVn.com_2003109_PHOTOSHOP_vector_portrait_photoshop_effect_25610_B9yEBsq__1bfmtvt58W.jpg,49439,Test-CPA_AutoBidManager-1,1550,maktabkhooneh.org,282528837,195843
93,254907,60187,254907,یک بار برای همیشه کمردرد خود را درمان کنید (مشاوره رایگان),2021-02-20 10:36:13.752852+03:30,https://native.yektanet.com/static/media/upload/items/image__1bUznzRBa6.jpeg,88697,N-TP,31132,data-sev.com,106674275,71161
94,233618,59042,233618,"""باسلام"" را نصب کن، خرید انجیر درجه یک 65 هزار تومان!!",2021-01-12 13:49:15.848494+03:30,https://native.yektanet.com/static/media/upload/items/image__1bL2biSMfC.jpeg,48191,N-M-Cu-NasbeApp,4766,basalam.com,313599108,301505
95,89789,58520,89789,کلبه های دنج جاجیگا، برای یک سفر خصوصی و پاکیزه,2019-07-05 19:37:15.748680+04:30,https://native.yektanet.com/static/media/upload/items/image__1bsp4cSmNc.jpeg,22940,Native.kolbe,3527,jajiga.com,306402498,307971
96,300361,57668,300361,محو خطوط خنده و اخم از چروک به روش طبیعی و خانگی+فیلم,2021-05-15 13:15:12.332969+04:30,https://native.yektanet.com/static/media/upload/items/image__1cfcam7ahc.jpeg,109954,چروک 49(9078),18797,5040.ir,47537064,59806
97,197348,57588,197348,راهکار آیت الله بهجت برای باطل کردن سحروطلسم,2020-10-11 13:39:19.287553+03:30,https://native.yektanet.com/static/media/upload/items/photo_2025525219-03-21_10-53-53__1a2SV3f0Le.jpg,52621,imamjavad1,1874,sharafonline.ir,15034056,75581
98,263975,57293,263975,برای همیشه با زانو دردت خداحافظی کن! (مشاوره رایگان),2021-03-03 15:42:00.426731+03:30,https://native.yektanet.com/static/media/upload/items/image__1bXjKnQodG.jpeg,73363,N-Rtg,25801,zirgozar.com,39835291,66336
99,270994,54198,270994,"دریافت سهمیه ماه رمضان برنج 10 کیلویی --- 245,000 تومان",2021-03-14 15:49:14.192756+03:30,https://native.yektanet.com/static/media/upload/items/image__1c01aSghY6.jpeg,78095,N-Berenj-M,21815,hastinja.ir,42625798,57003
100,237441,53332,237441,کاملا رایگان نرم‌افزار EXCEL رو یاد بگیر!,2021-01-19 19:38:19.249020+03:30,https://native.yektanet.com/static/media/upload/items/image__1bMOlzRBY2.jpeg,86225,excel-n-d,1550,maktabkhooneh.org,106639471,92104
101,251580,52797,251580,چشم بسته سهام نخر! اول این آموزشها رو ببین (کاملا رایگان),2021-02-14 12:12:52.315337+03:30,https://native.yektanet.com/static/media/upload/items/image__1bT75trL2Y.jpeg,87403,yn-n-EDU-M-R-F,2165,agah-brokerage,34509097,65699
